wind_speed_kts,wind_direction_deg,humidity_%,pressure_hPa,fog_density,visibility_km,hours_until_clear
31.53,193.78,66.85,1025.51,2.96,4.97,3.66
32.52,282.37,70.31,963.89,8.35,7.87,5.98
40.69,192.93,47.68,1027.59,0.97,6.55,0.91
23.84,317.07,90.66,973.0,1.43,0.72,6.88
47.8,258.36,52.25,1023.88,6.3,6.57,3.38
42.01,312.95,23.81,954.18,0.24,3.95,2.4
4.12,205.51,96.1,1049.48,5.04,3.28,7.25
3.56,8.26,47.77,959.85,7.08,6.29,7.08
5.63,138.7,36.01,1007.98,2.72,5.08,4.31
38.94,255.57,29.93,1026.09,6.23,7.02,2.97
28.57,18.33,60.78,1014.91,7.57,6.24,5.51
48.14,270.67,44.59,1022.06,2.5,0.4,4.39
27.21,63.86,37.67,983.92,4.89,8.94,2.82
15.83,194.53,93.1,1025.88,1.12,3.48,4.92
14.28,176.7,62.37,1020.02,0.3,1.88,4.72
25.23,163.51,46.73,1009.15,6.97,1.67,7.41
36.08,255.46,70.11,1045.0,6.63,4.95,5.04
35.6,213.83,93.41,1049.38,0.45,8.48,0.72
24.36,51.14,79.96,1003.25,3.74,3.31,5.94
10.42,263.87,83.93,959.02,8.66,7.1,8.04
3.65,37.52,53.4,1021.85,1.37,0.83,6.06
9.08,9.81,31.69,953.68,3.66,5.15,5.37
39.95,193.23,91.83,997.54,8.51,4.64,7.27
0.92,191.53,39.74,996.21,6.79,4.67,7.07
13.96,61.61,46.13,953.32,3.43,5.2,5.35
41.7,160.68,35.65,993.38,2.09,4.09,2.92
40.54,245.63,48.27,972.29,8.52,2.28,7.76
3.38,75.72,44.51,976.63,1.55,0.47,6.87
7.54,262.66,37.44,1043.93,0.56,4.05,3.08
10.14,24.28,99.2,1025.31,7.51,3.98,8.31
32.08,108.44,64.87,1033.01,3.78,7.38,2.67
27.24,355.47,80.19,975.54,3.54,5.6,5.02
31.26,26.9,70.42,959.44,1.16,4.91,4.0
49.16,229.6,96.13,1021.58,2.45,4.33,3.64
0.18,205.13,52.81,1031.13,0.04,6.06,2.79
47.68,131.19,99.66,1034.95,6.67,9.72,3.0
42.47,223.17,99.85,980.62,8.06,6.37,6.54
25.05,274.01,86.99,968.47,3.72,3.15,6.73
7.02,131.78,31.03,1000.79,3.91,6.73,4.0
26.65,329.24,47.46,1038.56,5.29,1.17,6.27
7.67,96.16,71.14,963.06,8.4,2.62,9.9
41.1,329.38,76.21,961.51,4.2,8.06,3.56
31.14,202.64,20.44,952.13,1.84,6.07,2.64
23.75,61.09,95.33,1038.76,3.79,0.38,7.26
25.18,265.94,50.38,953.44,7.95,6.72,6.39
35.32,336.24,73.52,988.97,3.65,3.02,5.57
25.46,75.07,67.63,1043.1,5.72,2.4,6.36
3.21,322.83,42.35,955.71,7.56,5.54,7.65
31.48,243.95,78.11,988.31,6.62,5.31,6.23
46.56,287.28,42.9,1000.07,4.33,4.99,3.42
11.94,337.77,61.66,962.3,1.31,9.39,2.53
44.43,120.79,94.01,955.28,2.62,5.28,4.54
30.29,81.65,68.81,1020.69,5.47,3.14,6.02
22.01,166.51,60.43,1045.55,6.87,5.37,5.4
23.36,199.19,88.85,1020.8,5.03,4.16,6.14
13.54,25.54,70.27,1030.51,6.45,0.49,8.55
5.97,39.84,81.42,1002.81,9.14,4.86,8.83
36.03,81.75,74.85,1040.11,7.08,2.8,6.55
42.92,41.05,97.28,1042.95,9.97,5.07,7.02
40.65,336.03,42.8,998.33,0.57,7.8,0.5
17.64,127.31,25.79,1034.12,3.83,4.3,3.96
25.46,231.11,37.74,982.91,3.25,7.4,2.88
23.34,103.79,96.22,1044.01,4.04,3.42,5.82
6.22,358.78,92.13,1029.84,3.16,6.46,4.85
35.73,139.64,31.92,956.32,5.51,3.53,5.73
42.93,342.25,81.54,1005.06,4.62,4.87,4.68
30.61,311.39,33.64,1028.38,9.03,1.06,7.82
33.96,47.82,79.01,976.21,5.61,8.24,4.36
7.18,352.16,72.96,1002.56,8.6,1.52,9.96
48.94,147.51,84.8,960.76,3.92,4.58,4.99
3.2,89.52,38.74,980.04,1.32,3.76,4.92
49.7,5.99,95.68,981.02,7.2,9.47,4.09
38.63,337.25,48.75,1046.86,6.6,9.85,1.88
22.79,142.3,49.03,987.55,5.2,3.92,5.94
13.85,293.85,24.32,979.88,4.04,2.14,6.2
3.17,57.31,46.35,1019.05,7.43,3.53,7.63
31.35,204.73,72.89,1020.48,3.38,8.59,2.31
46.26,306.44,33.43,966.74,6.16,4.39,4.96
46.86,351.57,69.64,1018.08,3.95,0.69,5.72
33.82,266.19,29.18,963.53,4.82,0.47,6.82
24.51,59.4,52.07,1034.14,2.6,8.55,1.53
36.76,18.93,48.11,966.9,7.33,0.62,8.27
39.39,212.63,65.73,1000.89,3.0,9.16,1.58
25.27,38.61,51.07,1049.61,0.11,3.71,2.39
43.76,272.57,38.25,989.4,6.94,8.51,3.16
5.84,207.2,52.17,1038.89,9.63,2.09,9.13
38.09,54.07,53.32,1005.81,9.06,7.2,5.26
8.01,187.31,51.97,960.48,3.89,4.72,6.14
43.17,128.23,49.96,1030.48,2.61,0.5,4.64
15.26,55.12,90.11,1048.3,9.56,6.93,7.0
42.07,87.35,36.93,1035.32,9.84,8.19,4.05
46.18,245.36,62.05,975.58,5.38,3.93,5.37
21.08,195.16,99.29,985.38,5.12,4.73,6.87
48.61,214.78,75.53,996.24,6.69,5.07,5.33
2.01,59.67,62.33,1041.61,8.53,3.92,8.07
31.93,310.76,76.17,969.03,2.74,8.49,2.95
44.44,131.44,48.23,1027.35,0.58,3.85,1.89
26.64,100.99,50.04,982.57,8.35,1.66,8.55
36.38,324.52,68.83,981.03,0.9,2.71,4.31
8.3,149.16,51.03,965.29,8.02,9.15,5.88
38.08,279.31,71.72,1037.72,3.2,7.61,2.06
33.36,314.14,51.23,981.59,0.73,2.24,4.16
44.62,351.2,64.41,979.69,4.87,9.36,2.47
30.89,121.46,57.82,1040.22,7.54,8.32,3.84
23.59,35.7,36.82,1010.48,5.37,8.3,3.1
20.38,216.63,36.81,950.48,3.17,9.74,2.44
10.83,68.56,62.03,983.46,9.86,9.3,6.56
2.73,74.28,80.52,1007.74,9.79,5.27,9.01
36.94,115.63,98.54,962.71,7.97,8.65,5.9
46.01,53.8,35.9,1001.46,6.43,4.46,4.56
8.39,40.14,73.78,1016.43,7.6,7.54,6.18
13.23,106.75,81.41,953.77,9.75,0.28,11.88
14.57,108.83,94.95,955.29,1.32,7.13,4.48
45.05,159.36,76.88,962.17,8.38,3.09,7.95
40.12,2.5,96.47,960.28,4.48,3.6,6.51
17.18,275.31,91.7,968.06,1.04,5.6,4.69
21.02,198.14,24.15,966.89,8.78,0.34,9.32
11.16,220.62,58.47,957.27,0.35,8.74,2.42
6.04,182.03,84.47,959.43,0.03,1.42,6.79
49.66,180.37,32.97,1025.71,7.0,8.86,1.98
34.48,68.25,77.19,1001.12,5.02,2.66,6.37
43.1,20.68,34.2,1045.03,1.2,2.52,2.29
4.93,207.07,68.87,1043.84,6.43,0.32,8.8
22.56,227.94,72.35,993.06,6.13,0.77,8.48
17.11,320.9,32.1,989.43,7.64,1.96,7.96
22.09,233.4,34.6,1030.53,0.44,0.82,4.07
26.76,98.07,66.38,1022.53,6.01,1.93,6.98
43.34,144.39,78.51,973.39,4.69,6.87,4.15
8.5,105.06,96.4,965.19,5.75,8.9,5.99
39.7,328.25,66.27,1014.07,6.33,5.24,4.98
7.24,161.06,26.86,1013.11,7.49,8.47,4.6
23.44,24.18,57.02,1013.05,7.17,1.12,8.06
25.35,116.96,93.65,1048.77,0.8,8.61,1.35
34.47,295.92,61.59,1047.84,0.81,1.99,3.43
44.86,288.04,64.91,1022.01,2.22,6.08,2.08
11.83,240.93,44.17,1018.05,8.37,6.86,5.96
35.73,108.38,21.27,1000.61,6.87,9.36,2.49
34.56,345.41,21.68,1020.63,6.96,4.05,4.93
6.71,301.03,81.7,993.0,3.81,9.09,4.18
17.31,205.76,97.06,1032.83,6.91,5.67,6.63
23.73,25.46,46.36,1004.19,1.61,1.97,4.72
20.49,47.24,44.64,1023.04,3.43,5.74,3.55
9.62,92.66,83.55,1040.98,1.98,9.89,1.97
38.09,325.28,80.16,1009.61,1.04,5.05,2.93
8.98,6.77,85.1,991.39,3.97,6.7,5.46
49.34,43.44,54.28,953.86,3.2,5.13,3.7
23.12,77.78,98.51,1045.02,7.87,3.55,7.71
37.14,120.78,47.16,1038.49,1.61,8.38,0.5
25.81,161.7,67.2,962.01,2.89,8.13,3.4
40.3,343.63,38.27,1025.1,8.93,1.09,7.44
39.38,221.28,36.88,1016.8,1.74,2.98,3.05
6.89,213.61,97.86,1009.6,8.38,6.59,7.84
7.39,67.56,22.37,1045.18,6.34,4.74,5.24
25.42,328.45,23.15,955.71,8.04,2.87,7.63
0.03,168.4,38.81,981.78,9.94,1.35,10.57
31.23,180.16,30.37,970.06,7.93,8.89,4.22
29.88,246.52,97.54,1007.19,9.1,5.04,7.86
34.59,212.27,42.61,1007.68,8.95,4.97,6.19
49.82,88.3,56.8,1028.92,7.01,0.53,6.69
41.37,253.37,83.55,1024.29,6.34,1.75,6.91
25.13,322.15,44.93,993.83,2.37,1.38,5.47
33.07,287.77,25.92,1038.75,9.53,9.74,3.24
31.49,33.89,55.62,1049.47,2.83,3.56,3.63
22.06,181.29,34.75,1024.9,8.38,4.03,6.53
31.3,192.22,67.55,1020.27,4.23,1.37,6.21
40.61,121.11,32.64,1027.67,5.61,2.16,5.05
14.25,321.51,64.78,1022.27,0.53,6.75,2.43
31.53,189.99,88.55,1037.15,3.15,6.34,3.42
5.28,151.16,64.54,1000.12,2.72,6.95,4.23
9.6,351.25,99.32,1019.07,0.52,1.32,6.28
8.49,198.14,65.63,1018.65,9.68,5.63,7.93
32.47,309.31,94.02,990.96,6.45,7.59,5.31
6.76,180.8,70.68,956.89,4.04,3.97,7.18
12.07,139.13,28.3,1033.83,6.03,3.71,5.7
24.71,321.61,71.28,1025.56,9.77,8.15,5.93
30.21,323.32,92.4,1033.92,0.68,8.76,1.2
7.45,154.49,24.03,1043.63,2.59,6.9,2.34
5.75,82.13,47.59,958.61,6.64,2.88,8.47
48.95,43.95,29.67,1030.78,7.39,4.27,4.34
6.5,192.11,62.9,959.25,1.08,7.01,3.96
18.06,153.52,90.21,1038.06,2.38,3.22,5.3
31.25,73.63,46.16,965.9,8.75,0.48,9.29
39.86,351.6,64.67,993.12,4.2,3.28,5.2
27.0,86.15,51.43,994.9,4.71,9.12,2.82
43.46,98.71,45.77,1027.22,4.68,1.0,5.36
24.7,155.53,78.61,980.82,2.87,9.77,2.6
19.77,158.1,61.11,967.47,3.79,3.63,6.17
47.94,1.16,96.27,1022.4,5.09,0.3,7.03
22.32,231.11,35.89,1047.73,1.09,6.84,1.11
1.14,212.73,30.45,991.03,4.43,9.09,3.52
29.25,142.06,89.44,992.53,2.8,5.29,4.65
7.56,320.56,83.71,982.98,2.8,4.39,6.2
20.83,350.28,62.42,1013.69,7.9,8.93,4.78
9.4,312.34,27.65,1027.66,5.39,8.74,3.08
5.34,10.51,22.36,997.07,0.74,7.58,1.92
11.25,63.45,61.81,1042.41,5.4,3.62,6.17
11.04,253.61,23.81,1027.01,3.43,2.36,5.13
43.33,194.47,87.62,1026.41,1.54,0.26,5.22
5.51,270.7,21.93,1006.47,0.9,8.24,1.49
31.19,94.28,27.24,1029.45,0.23,3.31,2.09
28.57,138.98,59.66,1025.49,4.43,1.33,6.19
27.67,87.44,37.45,1023.66,2.85,2.23,4.47
19.55,265.29,96.46,964.83,9.76,3.71,10.05
30.59,172.68,37.03,955.13,3.44,3.3,5.22
20.74,233.35,80.99,1025.35,8.22,3.24,8.05
40.8,38.2,93.31,1017.85,0.19,5.38,2.4
23.93,249.25,96.81,1042.71,4.96,9.16,3.41
39.8,206.49,59.15,991.87,4.01,9.23,2.01
16.05,132.73,70.2,1010.98,4.71,9.16,3.55
4.98,217.63,96.88,993.27,7.77,9.47,6.44
18.47,60.1,28.97,966.26,7.21,9.96,3.99
38.89,1.24,48.01,1048.81,2.59,7.27,1.1
30.33,32.52,44.5,1012.82,8.82,8.61,4.49
1.46,266.38,81.79,972.61,4.76,8.14,5.74
26.03,220.54,56.99,963.49,6.17,3.96,6.83
42.11,26.83,89.61,963.51,2.23,7.87,2.92
25.8,265.83,77.44,1027.13,4.78,1.6,6.79
24.25,322.05,56.34,1025.56,6.45,6.66,4.66
13.47,17.76,66.31,970.49,2.44,1.22,7.08
39.6,129.66,43.84,967.0,6.36,1.58,7.06
11.72,218.86,64.43,1039.88,8.44,1.82,8.67
4.53,307.37,84.63,969.65,0.33,5.03,5.04
17.85,90.63,91.84,960.18,0.81,4.52,5.21
41.9,316.96,29.74,1030.34,3.88,3.95,3.11
18.49,157.22,87.01,973.89,2.23,5.8,4.9
49.15,313.56,57.45,1005.93,4.69,2.38,5.04
12.01,335.1,88.16,956.67,9.04,5.63,9.03
34.69,296.73,41.49,1040.83,6.78,0.66,6.69
43.19,354.73,76.08,960.37,2.41,3.8,4.71
37.92,250.83,86.17,1006.95,1.39,6.02,2.83
4.9,56.33,88.79,957.68,2.12,6.91,5.28
30.99,244.93,81.92,976.4,1.48,7.71,2.78
13.71,222.73,98.82,1027.16,9.82,0.69,10.9
3.22,244.32,93.95,976.15,5.77,1.01,9.97
21.93,345.72,68.99,958.5,7.58,7.52,6.35
44.28,245.32,70.37,982.42,9.02,9.7,4.5
41.77,248.29,23.08,965.59,1.55,3.8,2.94
41.39,251.55,82.16,1010.84,0.03,9.67,0.5
4.92,242.08,54.33,1035.84,9.54,3.49,8.54
33.39,139.17,31.06,983.9,2.32,7.71,1.68
6.65,109.43,34.63,989.16,2.91,1.8,6.27
17.97,106.63,79.95,960.68,7.49,1.26,9.87
22.1,290.38,41.09,1018.11,1.41,2.83,3.91
24.68,266.31,65.4,1023.75,4.02,1.05,6.49
13.69,27.79,50.71,954.46,1.77,4.36,5.05
36.1,67.63,41.37,957.58,3.17,2.25,5.4
47.87,154.84,79.88,984.42,9.32,9.12,4.96
6.29,114.27,91.2,973.19,5.76,2.75,8.92
2.05,282.47,89.64,1024.63,7.93,3.78,8.8
23.99,63.57,46.66,967.95,2.44,4.19,4.63
4.29,30.95,99.6,965.15,1.57,1.81,7.74
23.14,106.4,75.05,1015.92,6.52,9.03,4.2
1.18,24.53,26.37,1033.35,9.42,0.75,9.38
9.97,131.35,80.22,967.19,0.41,9.36,2.58
46.08,23.21,93.91,1029.69,2.26,4.77,3.29
28.79,139.52,87.11,1005.1,2.18,8.17,2.65
3.21,161.79,23.43,969.26,1.26,0.78,6.18
29.63,82.3,91.87,988.36,6.67,5.9,6.39
30.64,155.99,36.4,988.49,7.13,3.48,6.4
42.57,336.04,80.07,988.45,4.32,7.33,3.56
18.78,126.58,42.45,986.64,1.39,9.59,1.25
2.02,206.16,71.67,1022.65,3.91,4.63,5.95
24.36,109.95,92.78,1016.57,7.91,7.6,5.98
34.28,97.49,75.27,962.74,2.97,1.43,6.56
6.92,227.5,57.84,1011.59,9.44,6.08,7.59
42.69,87.68,28.03,1019.4,0.15,2.01,2.31
14.48,221.95,90.75,1038.98,6.01,2.02,7.89
30.18,49.02,58.17,1004.44,6.13,6.76,4.56
13.28,273.83,37.7,1027.72,0.26,5.49,2.2
13.49,181.54,74.63,987.73,3.1,7.73,4.08
39.33,241.63,29.12,1001.95,2.01,3.2,3.13
20.92,28.61,55.78,973.69,0.58,3.44,4.35
14.93,328.42,59.18,1017.97,5.76,6.04,5.29
8.79,113.83,21.97,975.29,1.48,5.08,3.72
22.78,43.92,75.72,988.44,7.24,0.23,9.45
41.14,326.79,53.89,999.27,3.24,4.14,3.85
49.08,110.78,75.55,991.28,0.89,6.21,1.92
44.68,326.14,30.28,1024.72,2.83,9.22,0.5
23.28,121.51,50.98,1035.2,7.06,9.94,3.08
42.22,309.64,81.45,997.29,1.41,1.62,4.87
43.66,81.07,79.58,967.96,3.11,7.96,2.92
22.84,282.78,56.21,970.64,1.0,1.95,5.28
25.96,51.04,20.73,1010.98,1.11,4.3,2.44
7.66,325.43,82.31,972.85,4.76,0.45,9.28
16.81,299.92,98.25,982.52,9.1,9.21,6.85
15.83,308.89,51.12,1009.17,7.56,3.75,7.24
47.97,171.49,88.75,1042.1,9.15,8.45,4.47
15.26,184.55,54.81,971.07,8.23,5.37,7.52
15.78,15.94,65.51,1031.68,4.97,6.61,4.5
28.52,172.63,38.09,972.42,1.43,3.18,4.11
29.03,93.54,39.6,1037.03,8.72,9.98,3.29
19.08,99.86,95.6,950.47,0.31,3.11,5.86
24.59,236.45,70.94,1026.59,7.04,7.74,4.75
3.15,159.06,58.49,1012.01,7.25,0.94,9.26
0.13,64.07,64.74,1027.19,9.25,8.24,6.67
37.77,307.48,27.71,953.54,4.54,3.64,5.03
46.53,254.17,85.14,1033.63,0.9,6.77,1.31
34.37,336.81,66.65,1009.9,8.25,4.65,6.58
16.89,72.75,51.07,1029.58,5.9,2.79,6.5
28.89,309.98,61.71,1010.06,1.63,5.5,3.0
16.2,241.71,47.27,961.25,3.59,4.67,5.48
24.4,260.89,21.82,1006.6,6.36,9.59,2.6
38.26,16.66,25.88,952.28,6.24,9.31,2.99
35.28,120.79,92.01,1007.78,7.01,4.59,6.62
5.75,73.81,84.95,1019.46,3.95,8.44,4.26
21.42,81.54,63.06,973.47,2.97,9.13,2.87
1.61,201.2,42.42,966.71,8.38,1.8,9.82
21.43,206.45,82.1,952.35,3.67,7.7,4.76
18.54,93.46,29.57,972.66,7.03,1.08,8.24
11.26,223.93,21.33,1004.8,2.89,9.34,1.67
21.3,59.13,73.08,954.22,1.32,8.43,2.97
5.08,53.49,68.21,1048.65,7.22,8.11,5.19
2.31,147.05,28.11,969.82,8.9,2.91,9.09
43.02,236.67,66.31,1040.73,1.53,0.82,4.18
30.48,212.88,40.2,1040.89,3.5,2.87,4.12
0.69,263.1,36.76,956.85,6.24,9.75,4.85
41.88,212.39,36.52,1006.5,0.44,9.29,0.5
6.38,249.5,98.27,1034.86,1.88,9.79,2.6
40.43,140.34,22.79,1031.62,0.13,3.55,1.31
10.57,317.78,20.55,1034.63,3.93,3.15,4.8
10.25,215.25,93.86,1036.06,7.27,8.8,5.47
14.09,77.47,36.67,981.51,2.38,6.64,3.39
47.42,120.33,77.87,1022.04,8.58,8.87,4.06
45.34,326.99,88.59,982.73,8.37,8.51,5.16
31.65,317.53,21.19,958.32,7.51,7.69,4.55
45.48,5.55,37.17,999.72,1.24,1.4,3.58
13.58,85.79,90.26,1018.87,8.29,3.15,8.83
25.67,210.52,68.18,1020.66,9.55,5.02,7.34
19.18,296.37,91.34,952.26,5.71,0.84,9.55
22.03,267.39,81.16,971.95,1.17,5.05,4.45
34.68,23.04,75.54,995.03,7.36,3.92,6.96
5.26,53.44,64.03,966.69,8.89,0.63,11.02
48.07,335.02,64.28,980.84,0.86,6.11,1.9
42.36,86.21,69.86,999.04,8.68,9.17,4.4
12.3,85.27,71.67,972.63,5.51,0.33,9.22
10.51,112.09,88.5,980.69,9.46,2.22,10.63
2.4,105.12,99.37,967.77,9.71,6.63,9.44
15.23,4.45,92.75,979.59,8.66,6.7,7.87
47.93,63.5,57.17,1036.79,7.86,1.77,6.47
32.42,214.91,20.86,977.36,0.82,2.83,3.27
2.0,259.54,61.68,975.29,3.3,4.1,6.45
4.19,185.86,73.62,1028.21,4.95,5.83,5.72
30.51,65.61,73.64,1018.25,5.82,7.51,4.17
37.02,186.73,58.89,994.24,4.77,5.91,4.15
48.49,58.39,92.39,1031.57,4.71,9.21,2.11
18.09,45.96,21.66,1018.29,7.04,5.51,5.1
34.49,232.54,40.79,1025.14,5.87,8.2,2.71
31.21,10.39,32.85,1012.78,0.18,0.22,4.03
47.31,193.26,92.14,965.35,1.77,5.88,3.46
12.06,164.48,56.94,1011.54,1.94,8.06,2.57
0.68,186.43,25.77,953.14,8.47,4.13,8.56
9.04,131.43,37.16,1028.39,4.52,1.67,6.43
24.12,348.27,77.15,972.75,0.43,7.72,2.53
41.03,46.09,29.11,984.9,8.0,6.56,4.65
13.24,205.32,53.03,983.54,4.92,4.72,6.04
23.12,124.7,46.52,965.1,4.92,5.43,5.34
39.04,214.54,79.87,968.03,2.28,3.92,4.76
18.48,113.24,84.48,1032.13,5.36,6.29,5.19
20.15,82.14,27.19,1011.84,1.99,8.94,1.0
7.6,130.81,28.39,1029.9,8.31,7.66,5.16
46.72,358.78,52.27,986.01,9.14,7.88,4.83
15.06,95.55,32.63,1042.42,2.93,8.92,1.36
36.61,133.25,68.18,992.02,2.18,1.75,5.22
43.7,152.87,29.91,971.38,9.88,4.7,6.63
11.53,148.75,58.46,980.47,4.7,6.57,5.28
39.09,122.75,34.82,967.28,9.65,1.97,8.3
48.01,59.97,20.45,983.79,0.39,4.96,1.09
37.24,108.96,83.21,1026.11,8.45,9.54,4.24
18.0,55.81,27.65,966.86,1.24,9.53,1.2
31.6,106.7,66.58,1044.39,1.55,2.54,3.85
30.51,267.17,47.06,951.24,2.07,6.3,3.35
25.17,154.46,23.26,1037.74,6.56,4.03,4.96
7.66,187.41,92.02,961.13,8.22,4.74,9.31
44.22,338.16,97.18,982.58,1.21,2.22,5.0
35.68,314.42,77.93,996.01,2.05,6.44,3.03
0.89,163.86,81.16,997.76,5.83,7.09,6.39
24.58,122.38,95.42,1049.15,5.09,2.56,6.6
30.51,328.34,26.5,1009.52,7.59,1.54,7.0
0.12,186.32,75.12,1012.92,4.91,9.13,4.55
13.27,254.35,25.08,1008.47,0.63,1.63,4.32
12.02,59.38,85.61,997.73,4.93,3.73,7.17
36.56,69.76,37.47,993.5,8.61,5.22,5.91
46.01,151.04,41.94,1034.5,4.42,0.74,5.01
48.95,14.75,43.02,965.95,5.87,8.25,3.01
45.52,71.84,71.37,982.83,7.08,1.37,7.65
34.41,6.97,45.4,980.63,7.04,0.73,7.89
16.86,42.89,20.33,996.36,6.3,9.29,3.23
21.01,12.16,76.41,1027.38,9.05,8.86,5.5
5.62,22.51,39.43,986.52,0.45,6.83,2.74
16.47,261.43,62.03,994.42,8.22,5.97,6.95
42.18,299.19,56.55,1010.86,2.29,9.05,0.74
40.85,339.13,44.66,975.56,5.72,8.13,3.27
24.12,208.25,70.23,956.02,7.17,6.84,6.45
21.77,145.56,49.08,970.39,4.68,4.86,5.54
23.33,321.97,27.18,964.75,7.77,5.35,6.31
1.32,22.23,78.2,999.58,8.7,3.31,9.59
9.0,94.18,35.26,961.07,5.91,3.57,7.25
41.25,347.32,23.53,1011.4,5.87,3.7,4.42
46.42,345.59,72.91,969.4,3.5,1.36,6.08
30.77,28.04,51.38,1002.23,8.14,5.18,6.19
35.53,352.45,94.64,959.92,8.42,8.21,6.36
12.4,183.24,45.49,1028.88,3.74,1.98,5.91
4.36,64.75,78.24,990.77,6.58,7.62,6.37
38.05,13.56,89.37,1013.24,4.3,6.15,4.19
45.57,319.74,25.81,987.91,2.11,8.3,0.5
35.95,9.42,21.32,969.7,8.54,9.01,4.01
12.0,257.56,54.89,1007.29,6.48,1.42,8.18
38.05,21.59,27.13,997.72,6.6,4.57,4.83
22.55,182.73,51.51,977.65,6.93,1.11,8.44
24.12,1.88,51.88,1029.94,1.83,2.39,4.31
18.47,78.82,83.71,1038.88,5.39,0.45,7.99
1.54,11.04,79.56,995.8,4.4,1.51,8.43
44.39,359.08,55.7,954.41,7.03,3.9,6.5
34.51,32.15,95.23,959.78,5.08,5.21,6.26
36.04,288.03,94.29,1022.13,7.89,2.01,8.13
30.77,64.81,96.63,982.19,8.01,8.58,5.89
17.47,243.63,56.88,994.38,8.82,9.2,5.45
45.62,286.03,37.59,961.43,1.53,3.12,3.51
21.5,140.55,63.01,998.01,1.79,2.51,5.17
44.95,214.88,82.0,1014.36,9.89,1.92,8.54
22.62,120.42,87.25,1030.79,0.02,8.03,1.53
1.89,85.7,59.37,1000.69,7.41,5.81,7.17
30.68,325.94,28.65,961.84,0.65,7.05,1.62
37.17,59.37,49.66,1028.35,9.71,6.82,5.36
1.56,163.25,58.43,975.89,7.07,2.04,9.3
36.47,28.25,62.94,988.05,5.13,8.83,3.1
30.48,186.0,68.96,1049.51,2.15,9.26,0.82
30.2,125.57,97.58,977.56,6.54,8.06,5.54
2.13,305.89,83.69,1021.62,9.57,5.44,8.69
28.5,267.48,23.13,967.77,0.18,5.88,1.84
6.22,4.45,66.23,1014.47,3.73,8.95,3.5
12.32,79.86,93.04,1018.35,8.91,1.67,10.02
3.54,341.25,33.77,1020.13,6.83,8.98,4.26
21.88,170.27,35.32,1004.91,3.09,9.23,1.64
16.64,291.74,92.59,1013.44,9.81,4.83,8.75
49.33,318.44,61.86,965.69,5.26,0.94,6.82
10.95,205.42,90.06,1003.72,8.3,1.07,10.26
27.44,41.82,94.05,1039.41,0.18,2.47,4.18
3.57,185.62,78.47,984.71,0.68,6.91,3.92
32.77,320.09,90.72,957.02,1.38,3.77,5.15
18.13,185.78,67.65,1033.25,4.94,8.11,3.65
32.54,196.88,85.36,977.51,1.38,9.6,1.77
17.7,321.06,32.0,1010.93,9.48,1.25,8.84
22.04,67.18,71.64,1012.16,5.8,8.35,4.21
7.12,215.91,64.9,993.29,8.6,1.37,9.99
22.59,9.3,43.75,981.59,0.52,9.0,1.03
43.3,171.16,53.21,1003.85,7.04,5.19,5.03
40.39,237.03,66.06,1015.58,9.98,0.55,9.09
35.7,154.51,49.87,1006.54,1.47,7.28,1.45
2.11,304.22,69.45,1017.28,2.6,3.64,5.82
41.41,211.24,90.39,986.79,3.7,9.6,2.46
23.86,31.13,78.75,979.22,7.53,4.2,7.79
1.72,131.33,67.36,999.98,4.87,0.4,8.83
27.15,27.13,44.14,1024.72,3.47,3.7,4.22
3.76,28.33,56.43,963.95,8.58,9.29,6.47
47.33,272.11,34.81,1046.21,3.89,9.5,0.5
5.61,299.0,83.91,1013.54,7.24,0.46,9.98
29.96,130.25,59.44,1029.63,7.16,1.56,7.29
43.3,149.91,77.7,983.12,3.83,5.0,4.48
0.17,199.84,51.35,961.89,3.14,4.12,6.42
11.61,71.49,97.18,1049.95,9.45,5.94,7.77
39.93,306.1,63.24,1032.75,4.1,6.78,2.7
12.49,176.83,87.24,965.5,1.02,4.24,5.52
10.47,130.96,82.24,1024.88,5.74,0.25,8.86
14.04,13.33,31.32,1033.72,3.61,8.38,2.13
2.88,263.28,58.72,1001.95,0.31,5.17,3.86
25.7,159.53,26.97,1049.83,3.65,3.89,3.44
14.43,143.91,92.56,1007.95,1.37,9.15,2.57
25.27,13.95,21.68,1021.66,2.24,1.92,4.08
37.95,72.56,34.39,1020.97,0.81,8.64,0.5
19.08,342.67,81.3,977.93,0.4,3.9,4.7
33.19,316.66,76.62,1036.67,1.01,3.47,3.41
12.59,217.34,46.2,1006.53,5.1,1.01,7.46
41.47,311.69,62.73,958.28,0.03,2.41,4.0
23.18,233.46,65.3,951.35,7.44,2.87,8.57
1.86,171.48,60.3,1010.4,4.81,6.32,5.48
36.82,139.52,49.14,999.52,1.05,4.83,2.5
15.47,177.64,96.94,953.69,7.61,0.25,11.1
37.45,276.84,92.12,1032.65,7.05,9.48,3.67
38.11,327.28,50.22,1016.91,0.41,7.92,0.5
8.46,87.8,35.5,1026.32,3.01,7.4,2.83
46.93,35.61,32.65,1009.43,3.71,7.91,1.21
30.72,157.2,95.85,1010.46,3.36,0.4,7.17
23.89,253.47,68.6,1041.24,1.75,0.4,5.51
12.91,37.46,69.07,1037.77,1.7,5.92,3.34
1.35,60.71,33.83,1045.21,4.51,3.25,5.65
16.66,169.09,31.5,1013.13,3.94,3.23,5.09
45.68,322.75,56.01,990.9,9.4,0.91,8.51
24.19,89.8,31.51,996.78,6.37,2.75,6.44
